comment,ai_labelled,emoji_present,hindi_pct
Us din agar iska bap condom pahan leta to ye paida nhi hota iska bap bhi apsos kar rha hoga face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,46.97
sahi tho bol raha hai aise cinar loode mulle jeeti ge show,sarcastic,no,85.0
eendia eendia eendia eendia eendia eendia,non-sarcastic,no,0.0
bai tu achich karat ahes gharacha baher nighalyavar...... gulu gulu..... chakki,sarcastic,no,55.88
Iche ase dhande astil mhun hi ashi bolte murk bai,non-sarcastic,no,100.0
tuche aie bap nahi bagat ka he sagle....chapri,non-sarcastic,no,68.42
Sirf khayalo me face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,12.82
te 100 jhaanache danake ghyaayachee savaya tulaa aahe,non-sarcastic,no,95.24
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
"Indian news channels ko dekh ke lagta hai alien invasion bas 5 min mein ho jayega. Relax karo bhai, duniya kal bhi thi aur kal bhi rahegi! 🛸📺",sarcastic,yes,70.45
Hum to bhut khush hain fire raising_hands red_heart,non-sarcastic,no,50.0
jay shree ram ji ki jay,non-sarcastic,no,60.0
Lakin sarkar aayi hi nhi Congress ki face_with_tears_of_joy,sarcastic,yes,45.45
too17 varshaachaa aahe kaa tonagyaa navvada varshaachaa asalyaasaarakhaa vaatatoya,non-sarcastic,no,89.29
eeski to maf karna lady ki respect karta hu but iski nhi,non-sarcastic,no,83.33
٭ ゛ %56 ٭%56||jaya shree raama ||%56٭ ٭ ゛ %56゛ %56 ゛%56 %56 ٭ %56゛,non-sarcastic,no,17.65
ye haii bjp ka king red_heart check_mark_button,non-sarcastic,no,23.53
Bhai chuka kr ek jhatka de sali ko chilla degi.. face_with_tears_of_joy,non-sarcastic,yes,56.67
jo ram ko kalpanik bole vo kya tarak vitarak kare ga,sarcastic,no,89.47
Shows how much educated she is,non-sarcastic,no,0.0
oop saare thaakura hija.de bana gae,non-sarcastic,no,76.92
बेटा ध्रुव राठी अभी और पढ़ के आओ smiling_face_with_sunglasses,non-sarcastic,yes,3.7
Agiya swad Congress Congress kar ke rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,no,24.14
hichaa aaee laa andhaaraamadhye jhavala naahee aahe,non-sarcastic,no,100.0
tumari bhate par hame barosha nahi he,non-sarcastic,no,100.0
aa randi tu faqt baba saheb ambedkar yanchya savidhana mule jivant ahes rande ugach bapashi pangan,sarcastic,no,88.57
aataa sanbandhita polisa tujhaa kantenta tayaara karateela,non-sarcastic,no,88.24
Meanwhile he being is 1000sss rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,0.0
nujhe lagta hai ye bahut kheli hui hai...shayad ise har jagah yehi dikhe,non-sarcastic,no,89.66
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
But unhone hindu mandir kaise occupy kiya? slightly_smiling_face,sarcastic,yes,40.0
dhruv rathi aur anurag ojha ko dekhao sale logo ko,sarcastic,no,72.22
niyoga k baare men pataa hai,non-sarcastic,no,100.0
Yaha bhi pelenge waha bhi pelenge rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,18.92
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,no,0.0
betaa pa.dhane ke umra me reela nahee banaate agara kisee ne sahee se choda diyaa na to reela to choro do dina taka mootane me v dikkata ho jaayegaa bolo modee jee kee jaya jaya shree raama,sarcastic,no,98.51
if playing victim card had face.,sarcastic,no,0.0
Eat 5 star do nothing skull check_mark_button,sarcastic,no,0.0
iss bar thoda zyada easy ho gaya,sarcastic,no,90.0
kholo chaddi marooo fu*** skull clown_face,non-sarcastic,no,33.33
sushamaa randee maara maa.dee tulaa hindu javateela jaya shree raama,non-sarcastic,no,95.83
nuslim pahle bhi gareeb the ab bhi gareeb hain yeh sab congress ki den hain . nuslim samaj ko sochna chahiye,sarcastic,no,81.08
Ho sub chodo.. Bahar painting hogaya andar plastering thak nai huva slightly_smiling_face,non-sarcastic,yes,50.0
Proud to be the Islam but I am hindu triangular_flag,non-sarcastic,no,0.0
Katakhat April fool banaye June me… rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,12.9
Ignor kro yeh SB just chill trophy trophy trophy,non-sarcastic,no,28.57
ಜೈ ಶ್ರೀರಾಮ್ triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,0.0
ध्रुव राठी - मैं इंडिया वापिस क्यू आया face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,4.0
Ek debate hona chahiye dono ke bich me face_with_tears_of_joy,non-sarcastic,yes,47.83
nountain dew dar ki ma ki chut skull,non-sarcastic,no,66.67
Oh shit I was scared for his legs there loudly_crying_face,non-sarcastic,yes,0.0
agara ye baata sacha hain to isakee maakee choota folded_hands folded_hands folded_hands folded_hands,sarcastic,no,42.86
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,0.0
"yoopee men dobaaraa chunaava karavaayaa jaae, jaya bhaajapaa check_mark_button",sarcastic,no,65.52
Jay Shri Ram red_heart red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic,no,8.33
"har har nahadev folded_hands folded_hands folded_hands folded_hands , aunty ne galat soch liya ...h kuchh socha kuchh",non-sarcastic,no,38.3
andhbhakt bjp hindu muslim krti hai aur congress muslim muslim krti hai face_with_tears_of_joy,sarcastic,yes,44.44
jai shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,14.81
bahut badhiya kaam kiya neta ji,sarcastic,no,100.0
mahilaa sashakteekarana betee bachaao betee pa.dhaao face_with_tears_of_joy,non-sarcastic,yes,61.29
गर्व से कहो हम बीजेपी के दिखावे वाले हिंदू नही है.. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,0.0
Gravity ki bhn chod dii smirking_face,non-sarcastic,no,53.85
Aatanwadi face_with_tears_of_joy . Mrdo ki khet jao abhi abbu hal jotne wale hn ghrpe face_with_tears_of_joy,non-sarcastic,yes,43.75
gravity gai ma ch****** aesi koi chiz hi nahi hoti he,sarcastic,no,66.67
news dekhkar toh lagta hai circus chal raha hai,sarcastic,no,76.47
apanee aulaada ko ye bhee bataa denaa kee na main kucha kara paayaa thaa na hee tuma kucha kara paaoge (jaya shree raama ),sarcastic,no,95.24
nadharchodi ki bhi hadddd hoti h enraged_face,non-sarcastic,no,72.22
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
tum newz wale ko dongri aj daud wala hi chahiye,sarcastic,no,88.24
hi bhikarchot konachi aoulad ahe enraged_face enraged_face enraged_face,sarcastic,no,33.33
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy mzaaa aa gya,non-sarcastic,yes,12.0
5star +mountain dew cross_mark . 5star+desi pauwa check_mark_button rolling_on_the_floor_laughing,non-sarcastic,yes,12.12
Sudhir ka loda nhi hai face_with_tears_of_joy,non-sarcastic,yes,31.58
"5 Star- ""Chill...... Try not to do Anything. MountainDew- ""Darr k aage Jeet h""",non-sarcastic,no,25.0
Druv rathee ne agar en logo pr video bna di to ye log us ke ghar mai ghus kar mare ge use es liye nhi bna rha hai video face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,56.67
aaisa act ho hatana dena chahiye,non-sarcastic,no,90.0
"logo design change hua, baaki sab same",sarcastic,no,54.55
Eat 5 star do nothing skull_and_crossbones,sarcastic,no,0.0
sarkaar banane ki baat Aayi to Sare Modi Hindu Muslim ke bhakt ban gaye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,29.41
Up Wale cross_mark Bosdi wale check_mark_button,non-sarcastic,yes,37.5
Dhruu rathee cross_mark germen sheferd check_mark_button,non-sarcastic,yes,38.89
12 bje tk sooya kro jaldi uth jati ho phir bekari krti ho,sarcastic,no,95.65
Chutiya bnaya tumko. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,20.93
Aata kalal purvi mans hyana ghrat ka thevat hote... face_with_tears_of_joy,non-sarcastic,yes,53.33
"Gas ka bill dekha @HPGas, ab toh khana band kar denge, f#k this! 💸",sarcastic,yes,53.85
German shepherd bahar Beth k India ki history bhi dhang se ni padh pa raha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,23.64
jai jai shree ram folded_hands triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,12.24
ಕಹಾ ರಹೇಗ ವಾತೋ ಶ್ರೀರಾಮ್ ರಹೇಗ ಬಾಪ್ ಯೋಗಿ ಬಿ ಹೈ,non-sarcastic,no,29.63
Osm check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button,non-sarcastic,no,0.0
German shepherd face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ki leli,sarcastic,yes,4.84
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,no,0.0
Ye log 15 lakh lene aaye hai face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,28.12
ye bahan ka loda rathi sala dalal,non-sarcastic,no,100.0
bakwas kr rha h.. nafrat faila rha h.,non-sarcastic,no,82.35
He don’t deserve to ride a bike,non-sarcastic,no,0.0
dhoka dene walo ke sath dhoka ho gya,non-sarcastic,no,100.0
Jay shree Ram triangular_flag triangular_flag triangular_flag folded_hands folded_hands folded_hands,non-sarcastic,no,10.71
too hola saale tere bolane se kucha nahee hotaa face_with_tears_of_joy,non-sarcastic,yes,59.26
Tre bii chud je ge khade kisi p face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,34.29
maine janeman bdekhi thi don nahi,sarcastic,no,100.0
dhandewali bai ahe hi roj girayk shodhat asate,non-sarcastic,no,88.24
aadhi tu jaun ramayana chi mahiti ghe,non-sarcastic,no,83.33
Tum log chutiya ho gye ho hindu muslim hi kr rkha h enraged_face,non-sarcastic,no,75.0
"tujhan kuthe kuthe hamane tumako dekhaa , tumhaaraa kyaa kyaa dekhaa aamhee kadhee vichaaralan kaa jhavaade",non-sarcastic,no,90.0
to yah sab karke ye eetni seat lae hain,non-sarcastic,no,92.86
report krne wale like kre thumbs_up,non-sarcastic,no,46.15
Burnol saleing after munna win chart_increasing chart_increasing chart_increasing chart_increasing,sarcastic,no,0.0
toh sherni ne kya ukhad liya,sarcastic,no,81.82
Yacha gotya kapalat gelelya disat ahet face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,22.81
raahula jee paisaa kamaanaa chaahie lekina abhee taka naheen aayaa,non-sarcastic,no,100.0
aaapko kisne roka hai apke liye 24 ghante suvidha uplabdh hai,sarcastic,no,95.24
eendia flag ka mah chod doh,non-sarcastic,no,66.67
Teri bhi jali na face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,7.37
kya re BTS ke chode face_with_tears_of_joy,non-sarcastic,yes,31.58
dekh lena congress vote dene ka natija ab ghumo tab tak ke pass,sarcastic,no,70.0
Worst. Has to be changed !,sarcastic,no,0.0
Nahi sarkar bana nhi Mahina Laga hai face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,34.29
Pappu ne sbko pappu bna diya check_mark_button face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,20.0
Chutiya tumhe rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,no,13.04
thi to chahta ha ye to kyu bolega,sarcastic,no,100.0
dhruv rathi. kutta hai sala kamina usaka bap bol rha hai ab karo bat,sarcastic,no,73.91
bhai ag lga di ag lga di,non-sarcastic,no,100.0
jai sri ram fire fire fire fire,non-sarcastic,no,60.0
kejriwal papa hai tumhare aur modi kejriwal ke parampujniye pita ji hai face_with_tears_of_joy kejriwal ke face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,27.12
jaise hitler nai yhudi ko jalaya waise hi owaisi ko bhi jala do fire fire fire raising_hands,sarcastic,no,71.43
hi brother I am from Indian u r right,non-sarcastic,no,0.0
flexed_biceps OK_hand face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
jaba aukaata naheen hai kaara rakhane kee to mata rakhaa karo| tho.daa bahuta tacha hotaa rahataa hai,non-sarcastic,no,88.89
isakaa pura parivaara podosiyo ki khurapat h,non-sarcastic,no,78.57
aaga raada tujhyaa tondaata gaadavaacha dayaa,non-sarcastic,no,100.0
Bhot sahi kiya nehru ne smiling_face_with_sunglasses smiling_face_with_sunglasses smiling_face_with_sunglasses smiling_face_with_sunglasses,sarcastic,yes,14.29
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
rolling_on_the_floor_laughing rolling_on_the_floor_laughing chutiya banaya tumko rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,16.67
₹100000 lene ke liye a gaye fatafat fatafat chutiya randi log face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,10.98
Eat 5 star do nothing+dar ki maa ki chu=5 dew face_with_tears_of_joy,non-sarcastic,yes,19.23
sabhi bjp ka samarthan kar rahi hai,non-sarcastic,no,57.14
gharee aaee baapaalaa pana chyutiyaacha mhanato kaa re ?,sarcastic,no,95.65
Sudheer Teri gand me hathyyyy elephant ka land face_with_tears_of_joy,non-sarcastic,yes,29.63
sach me mene nahi ke re rete maa awor bhain me sat gadare usne jitna bola uta kara me usko face_with_tears_of_joy fire raising_hands,non-sarcastic,yes,65.91
kha ki hai ye aur iaka nam kya hai randi ka,sarcastic,no,100.0
Ab iski ---> kaaba bhi unboxing hone vali he..... face_with_tears_of_joy jay shree ram triangular_flag,sarcastic,yes,40.91
Gravity abhi chutti par h rolling_on_the_floor_laughing,non-sarcastic,no,35.29
Ab us ilake se artist or actor Nikal rhe hain to inhe dikkat hai,non-sarcastic,no,85.0
Es me grebati kaha gae face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,21.43
aab log khe rahe he bjp jinda bad kyu bhai ? congress chahiye tha na? hahhaha acha hua,sarcastic,no,63.89
nountain dew dar ki ma ka chut moai skull check_mark_button,non-sarcastic,no,40.0
bagha bhavanno tyane fakt lokancha samor reality annycah praytn kela pn thoda funny way madhe je youtubers pn karta pn actually yane fakt changla kela pn apn yala glt samjto he,non-sarcastic,no,63.16
sirf 1 ki party ko target kyu kar rhe sabki galatiya batao na jab tumre bato pr bharosha karege varana tum feku ho fire fire fire,sarcastic,no,86.36
dukare too kitee janasobata uste khaalle te saanga naa dukare,sarcastic,no,100.0
INHI KO rolling_on_the_floor_laughing rolling_on_the_floor_laughing BEHNC**** KAHA GYA H,sarcastic,no,25.0
tum kyu dukhi ho shiv shankar saja de dega apne ap,non-sarcastic,no,90.0
bhai dar mat pablika tere sath hai,non-sarcastic,no,100.0
yahi danda chinkey 1 lagadey agar to mamla turant shant,sarcastic,no,21.05
Inki jal rhi h face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,24.14
Sudhansu trivide rocked German shepherd shocked,non-sarcastic,no,0.0
nountain dew dar ki ma ki choot skull skull skull flexed_biceps flexed_biceps flexed_biceps,non-sarcastic,no,25.0
face_with_tears_of_joy tu bhi lag line me,non-sarcastic,yes,29.41
no bilkul nahi 3.0 nodi ji come back,non-sarcastic,no,58.33
E madhrchod dhruv Rathi sala randi ka aulad face_with_symbols_on_mouth,non-sarcastic,yes,50.0
lama x djancuk bata nya buat ke tanah,non-sarcastic,no,75.0
She doesn't know what level of sin she has done,non-sarcastic,no,0.0
ye saraa sara eesha nindaa hai enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,no,30.56
wo inke bachav me banayega video aur uske chamche fir story story khelenge face_with_peeking_eye,sarcastic,yes,54.55
bhai esake gand me bambu dal du mam kar raha hai,sarcastic,no,100.0
Iske samne Indian daramas bhi fell he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,20.45
