comment,human_labelled,ai_labelled,emoji_present,hindi_pct
"Allah k vande , aur dallah se bheekh face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",sarcastic,sarcastic,yes,22.22
Dar ki maki chut cross_mark dar ki maki vhola chehra check_mark_button face_with_tears_of_joy,non-sarcastic,sarcastic,yes,41.18
kabhee miliyo mat tu ge n to lanbaa kara denge,non-sarcastic,sarcastic,no,93.75
10 randa melyvar hi paida zali …button,non-sarcastic,sarcastic,no,30.77
German fams nhindikh rhe face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,10.0
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,non-sarcastic,yes,0.0
"Aien , India mein to dictatorship thi Modi ki upside-down_face upside-down_face upside-down_face upside-down_face ye sab kaise ho raha hai fir upside-down_face upside-down_face upside-down_face upside-down_face",sarcastic,sarcastic,no,22.22
Jali na teri bhi jali na face_with_tears_of_joy,non-sarcastic,sarcastic,yes,47.62
5 star do nothing moai skull check_mark_button mountain dew dar ki ma ki c**** moai,non-sarcastic,sarcastic,no,33.33
le mutt diya tere fact par raising_hands,sarcastic,sarcastic,no,58.33
unhone pehle pic ni dkhi ti kya tmhari jo milne k bad hi ignore kia tmhe . . . ?,non_sarcastic,sarcastic,no,75.0
dekha ye 90 seet isliye yatra ke liye nhi paise k.liye ai hai,non-sarcastic,sarcastic,no,83.33
तेरी ओलद ही मिटा देंगे. ऑर तेरे साथ तेरे ओलद को भी तुम्हारी औकात दीखा देंगे face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,36.62
Dhruv aapkapilla wont talk about thus,non-sarcastic,sarcastic,no,33.33
जय श्री राम folded_hands folded_hands bouquet bouquet triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,0.0
moai moai moai fire fire face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,14.63
पपी दिए है आप सभी को आपा face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,3.12
sir plz mere pas ye sab leke nt ajana maiyaa+chodd dunga,non-sarcastic,sarcastic,no,71.43
Aaizavadi sali kuthali enraged_face angry_face face_with_symbols_on_mouth,non-sarcastic,sarcastic,yes,7.69
हा अपनी मां भी chh..d le enraged_face enraged_face face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,16.28
I can see pain on her face disappointed_face,non-sarcastic,non-sarcastic,no,0.0
𝕐𝕖 𝕤𝕒𝕒𝕓 𝕔𝕙𝕒𝕝 𝕙𝕒𝕚 𝕞𝕠𝕕𝕚 𝕜𝕚 𝕠𝕜 𝕝𝕙𝕚𝕜 𝕜𝕣 𝕣𝕒𝕜𝕙 𝕝𝕠 𝕠𝕜𝕒𝕪,non-sarcastic,sarcastic,no,0.0
aaare hi bai bhongli karu hana re,sarcastic,sarcastic,no,100.0
esa agr koi ldka kr de fir dekho mahila ayog falana ayog pta nhi kon kon piche pd jaega pensive_face pensive_face,non-sarcastic,sarcastic,no,80.0
Wow kya baat hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,6.85
कहा मर गए वो नीले कबूतर जो हमेशा कहते रहते है देश संविधान से ही चलेगा अब कहा गया तुम्हारा संविधान! चंद्रशेखर के पाले हुए नीले कबुतर face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,0.82
"sorry, mujhe laga rat ke 11.30 baje hai.",non_sarcastic,non-sarcastic,no,56.25
nountain dew der ki ma ki c**d moai moai .,non-sarcastic,sarcastic,no,55.56
pagal hai kiya be yhe kiya bol raha hai tu,sarcastic,sarcastic,no,100.0
gavaara to gavaara hee hote hain jahaan bootee dikhee vaheen para dau.denge,sarcastic,sarcastic,no,96.15
pichle baar bhi yahi kaha gaya tha,sarcastic,sarcastic,no,100.0
kaayadyaalaa phaatyaavara maarataata sagale.. kaaya chaalalaya. crying_face,non-sarcastic,sarcastic,yes,71.43
Agar main uncle ji ke jagah pe hota to is chutiye chhapri ki amma behan pe aa jaata face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,44.26
Jiske malik sirf bulla honge red_heart fire,non-sarcastic,sarcastic,no,69.23
thobade bai lakva maril tujhya tondala,sarcastic,sarcastic,no,76.92
|| jaya shree raama || triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,31.25
aabe tu chal aabe tu chal,non-sarcastic,non-sarcastic,no,100.0
Mulle nhi dikh rhe khi bhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,25.0
Le Paisa congres party se khatakhat khatakhat face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,32.43
Face reveal karo phele rolling_on_the_floor_laughing grinning_face_with_sweat,non-sarcastic,sarcastic,yes,11.54
aab bhi time h bjp ko lao desh dharm bachao verna yahi hoga agai humare sath,non-sarcastic,non-sarcastic,no,80.65
When u take the value of g=0.98 instead of 9.8,non-sarcastic,sarcastic,no,0.0
gravity kaha gayi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,10.53
1 lakh rupiya cross_mark lod* lelo mera check_mark_button,sarcastic,sarcastic,yes,26.32
jab sarkar nahin bani to paisa kahan se mil jaega kahan se dega rahul gandhi,sarcastic,sarcastic,no,85.19
main socha rahaa hu kaasha hamaare mohalle me hotaa,non-sarcastic,non-sarcastic,no,94.12
Indian flag hai enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,5.56
bjp hi hata sakti h ab yeh waqf board jase 370 hataya please modi ji ap hi hamara nyay dila sakte ho,non-sarcastic,non-sarcastic,no,66.67
ayodhyaa vaale tuma hindoo ke naama para kalanka ho,sarcastic,sarcastic,no,100.0
Aaj Tak to sach mein BJP ke sath hai ohh frowning_face_with_open_mouth,non-sarcastic,sarcastic,yes,39.29
gali de kr bhi bar bar gali dene wale button check_mark_button,sarcastic,sarcastic,no,60.0
Gopi bahu in corner loudly_crying_face loudly_crying_face,non-sarcastic,sarcastic,yes,16.67
Jay Jay Shree Ram red_heart folded_hands,non-sarcastic,non-sarcastic,no,35.71
Abe chitiya 1 mahina to hone de be sabre face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,27.66
किती थोर विचारसरणी आहे. तोंड उघडताच कळते . face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,3.77
"Soon or later they'll say, entire India belongs to Wat the fuq board.. Stop it!! Enough is enough",non-sarcastic,sarcastic,no,0.0
Chapplo ki kami hai didi ko face_with_tears_of_joy,sarcastic,sarcastic,yes,30.0
"shivasenaa khatma karanyaachan ekameva kaama,andhaaraana karoona taakala he pahilyaa vargaatalyaa mulaalaa soodhdaa kalala pana uddhavaa naa kaa naahee kalala,",non-sarcastic,sarcastic,no,91.67
To bhai meri aakhri echa he aap Vha se ye mere liye julla lete aana face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy 7572838174,non-sarcastic,sarcastic,yes,29.41
hi samor ali ka hicha fodyan nay gandin toch ban ghala,non-sarcastic,sarcastic,no,75.0
ghar ki safai bhot jruri h or ye gandagee khud khe rhi hai smirking_face,sarcastic,sarcastic,no,82.14
nade enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,7.41
"plan bada tha, execution zero",sarcastic,sarcastic,no,33.33
ohohoohooo.. is level pe ane ke liye is sal ke end tak rukna hoga mujhe,non_sarcastic,sarcastic,no,62.96
Hindu dharm se sabhi ko sikna chaiye jay shree Ram Jai hind saluting_face saluting_face saluting_face military_helmet,non-sarcastic,non-sarcastic,no,44.74
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing thumbs_up,non-sarcastic,non-sarcastic,no,0.0
"tnc, to sariyaa bhee aayaa hai, to pahanaaon yaheen gubbaaraa, aura.... aage mere bhaaee samajhadaara hai",sarcastic,sarcastic,no,78.57
Aur dusro ko andh bhakt bolte he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,26.67
aaai bap kiti mehnat karun tumhala shikshanasathi hostel la pathvatat a ani tumhi he asle dhande karatat tithe,non-sarcastic,sarcastic,no,87.18
"Arre Zomato delivery boy ne 1hr se location share kiya hai, par bhai udta teer leke aa raha hai lagta hai. 🏹 #HungryAF",sarcastic,sarcastic,yes,58.97
Dar ki maa ki choot rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,25.0
eechyaa maayalaa aurangyaa jhavalaa hotaa mhanoona hee chinaalakee karate enraged_face enraged_face,non-sarcastic,sarcastic,no,60.0
Isko pelne aur pilwane ka acha anubhav hai lagta hai face_with_tears_of_joy,sarcastic,sarcastic,yes,62.07
What the hell they r doing..how someone could disrespect it,non-sarcastic,sarcastic,no,0.0
nka madina .me bi shiv hi h,non-sarcastic,sarcastic,no,72.73
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,non-sarcastic,no,0.0
tum logon ka kaam sirf posters tak,sarcastic,sarcastic,no,81.82
jai shree ram shi batt hai atankwadi gang hai yee check_mark_button,non-sarcastic,sarcastic,no,45.83
Tumne gadi ki ma kyo cho di iski ma cho dni thi na face_with_tears_of_joy,non-sarcastic,sarcastic,yes,60.71
public demand ke bina hi launch fix,sarcastic,sarcastic,no,44.44
Dhurv Rathee se jyada knowledge he Bina research team ke bhi check_mark_button,sarcastic,sarcastic,no,43.48
Loge roho muna bhi 30 jun face_with_tears_of_joy,sarcastic,sarcastic,yes,36.36
tumko nhi pata hai re laudi ki dur bana rha hai,non-sarcastic,sarcastic,no,100.0
khade hone ki seat nahi . . khade hone ki jagha mil jaye . . shabdawali sudharo . . . .,sarcastic,sarcastic,no,70.59
Ye Le tere muu pe mera chappal thong_sandal,non-sarcastic,sarcastic,no,93.33
Brick were in genjutsu by itachi rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,0.0
asli power dil me hoti hai,non_sarcastic,non-sarcastic,no,85.71
That's why I vote for BJP check_mark_button say no to congress cross_mark,non-sarcastic,non-sarcastic,yes,0.0
"You know , I'm not supporting bjp or congress here. I just don't like the dhruv rathee who talks about politics. I like the dhruv rathee who make informative videos but not the political ones",non-sarcastic,non-sarcastic,no,0.0
dunaliyaa kee pahalee mahilaa itanaa maaga bharee hai grinning_face_with_sweat,non-sarcastic,sarcastic,yes,65.62
Tu noob bhi he or chutia bhi,non-sarcastic,sarcastic,no,100.0
Well deserved! Rott in jail now. . Not everything is your content,non-sarcastic,sarcastic,no,0.0
hee keetee janaachee aahe he aaja malaa sanmajala,non-sarcastic,non-sarcastic,no,100.0
ye khud fate huye condome ka natija hai lawdi face_with_tears_of_joy,non-sarcastic,sarcastic,yes,42.31
yah dhup rathi bahut sare video mein jis tarah ka byan baji karte hain desh ki sanvidhan ko jis tarah tarun marod ke desh ki rashtriy photo jo ko barbad karti hai kya iska khilaf koi bhi action nahin ho sakta kya is tarah agar koi galat bol kar desh ki am janata ko gumrah karen kya uska khilaf koi saja nahin hai abhi sochne ka waqt a gaya,non-sarcastic,non-sarcastic,no,93.16
Eat 5 star do nothing rolling_on_the_floor_laughing cross_mark,non-sarcastic,sarcastic,yes,0.0
Power of mountain dew dar ke Aage Jeet hei check_mark_button check_mark_button check_mark_button,non-sarcastic,sarcastic,no,25.81
bring extra tax on number of children because 12 bache vale subcedi ka rahhe hai aur 2 bache vale tax pay kar rahe hai,sarcastic,sarcastic,no,54.84
rahul ji ki sarkar ban gayi h paisa milega or jarur milega fire fire,sarcastic,sarcastic,no,82.61
kuchh hijdo ki vajah se hme bhi gali mil rhi hai,non-sarcastic,sarcastic,no,100.0
Ye godi media khuleaam muslamano k khilaf jitna zehar bharta rahega utna he is desh k educated log muslamano k sath khade hoge.. or andbhakt to aakhir apne papa k sath dege he face_with_tears_of_joy,non-sarcastic,sarcastic,yes,79.17
Is ki maaa ki chut crying_face crying_face,sarcastic,sarcastic,yes,41.18
jisa thaalee men khaayaa usee thaalee thuke heejado gadaara,sarcastic,sarcastic,no,95.24
You will get Babaji's thullu rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic,no,0.0
Ji khatta khat paise mela sab ko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy vote diya tha Rahul Gandhi ko.,sarcastic,sarcastic,yes,30.91
To yeh thi educational institutions face_with_tears_of_joy,sarcastic,sarcastic,yes,23.53
Is this true or a joke rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,0.0
bhai sab log bjp ko vote dena yahan per sab log mind vas karte hain bhai please yar varna nusalman har jagah aaag mo denge kahin per bjp har gaya to,non-sarcastic,non-sarcastic,no,72.55
tu betaa raathee 4 june ke baada teraa laasta veediyo hogaa check_mark_button ...,sarcastic,sarcastic,no,66.67
जनता cross_mark लालची जनता check_mark_button face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,0.0
nodi ji ine musalmanon ka ration band kar dijiye congress inko ₹100000 de rahi hai,sarcastic,sarcastic,no,53.57
chaaparee mara jaataa hai aisaa baaika vaalaa to achchaa thaa,sarcastic,sarcastic,no,100.0
india kbhi bhi china ko peeeche nhi kr paega.....,non_sarcastic,sarcastic,no,65.0
#congress kaha ha Bhai Paisa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,10.91
Ha tum log aahi karte raho development ki ma ki ch****t face_with_tears_of_joy,sarcastic,sarcastic,yes,45.16
Jay Jay shree Ram red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic,non-sarcastic,no,13.04
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,0.0
Khata khat khata khat rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,16.67
ha toh sarkar banwa do na... nitish uncle ko bhej do eendeeaa me!,sarcastic,sarcastic,no,69.23
Bolo jai shree Ram triangular_flag fire,non-sarcastic,non-sarcastic,no,63.64
Hindu raha toh ene koe problem nhi bas muslim se jalti hai enke face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,16.67
Ab bhi wakt h aankhe khol lo hinduo ... triangular_flag fire Jai shree Ram,sarcastic,sarcastic,no,62.96
are vo bhaarata cho.do soree soree bhaarata jo.do aandolana mai jo bahuta saaree trako mangavaai thee usa draaivaro ko paisai dene kaa vaadaa kiyaa thaa raahula gaandhee ne jo abhee taka milaa hee naheen,non-sarcastic,sarcastic,no,94.29
bahan ke lode bacha diya wrna mar jata,sarcastic,sarcastic,no,100.0
अब rolling_on_the_floor_laughing rolling_on_the_floor_laughing बैंगन मिलेगा check_mark_button check_mark_button पैसा नहीं cross_mark cross_mark cross_mark rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,yes,1.08
aaisa hi board hindu kyu nhi bnate ya isko band krne ke liye kyu nhi ladte itne bade bde wakil hai neta hai?,non-sarcastic,sarcastic,no,92.31
Beta Germany se bharat nhi chalta face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,15.62
"Election ka result aaya, ab toh roz gold bars milenge! 💰 #S#*!Talk",sarcastic,sarcastic,yes,34.78
yha sb saley lulli badmash hy is desh ka kha kr namak halla kr rahe bc,sarcastic,sarcastic,no,100.0
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,non-sarcastic,no,0.0
modee jee ha to ham h folded_hands,non-sarcastic,sarcastic,no,61.54
Aji lauda Dega Mera enraged_face enraged_face rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic,no,0.0
yar apko aaisa muzasma ata kaha se hai,sarcastic,sarcastic,no,100.0
काश इसके बाप ने कंडोम पहना होता crying_face crying_face crying_face,sarcastic,sarcastic,yes,0.0
mujhe toh yeh sab samajh hi nahi aata,non_sarcastic,non-sarcastic,no,100.0
een future waqf agar meri jameen ko claim karta hai..to main waqf ke leaders ko mar dunga fire,sarcastic,sarcastic,no,46.43
"hindoo jaagarooka jhaalaa? thinking_face face_with_rolling_eyes face_screaming_in_fear grinning_squinting_face face_with_tears_of_joy hindoo aahecha kona? he koneecha saangoo shakata naahee. jyaa pramaane deva-devee kaalpanika aaheta... tyaacha pramaane hindoo che aahe. naa hindoo dharmaachaa sansthaapaka aahe? naa hindoo dharma kadhee sthaapana jhaalaa he pana maahitee naahee. aani he kamee kee kaaya hindoo chaa dharmagrantha konataa? he pana maahitee naahee rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing . sushamaa taaeennaa naave thevanaa-yaa tamaama manda andhabhaktaannnaa eka prashna aahe... (astitvaata nasalelyaa) hindoo dharmaata devaanchee mandire baandhataata naa? maga ayodhyeta raamaache mandira kase kaaya? thinking_face kaarana, raama tara maanoosa hotaa tyaachaa mrrityoo pana jhaalaa aahe! maga mandira kase kaaya? face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy sudharaa re. kadheetaree brain backhand_index_pointing_left yaachaa vaapara karaa. 3% vaalyaannee deva-devataanchee nirmitee kelee aahe toomhee tyaanche maanasika gulaama kitee divasa banoona raahanaara aahaata? vhidio posta karanaaraa tara nivvala binadoka bhakta winking_face_with_tongue face_with_tears_of_joy",sarcastic,sarcastic,yes,56.81
